number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_subsample,state
87,0.8121369488244387,2026-03-29 19:00:40.771092,2026-03-29 19:00:40.975145,0 days 00:00:00.204053,0.8942648870281527,0.059547665924110135,4,105,0.7048611672790561,COMPLETE
88,0.814249453083719,2026-03-29 19:00:40.975397,2026-03-29 19:00:41.315511,0 days 00:00:00.340114,0.8803821466274645,0.04259109166042118,6,133,0.7612505114028943,COMPLETE
89,0.814081551020005,2026-03-29 19:00:41.315777,2026-03-29 19:00:41.576882,0 days 00:00:00.261105,0.8792183465209162,0.08620760792473421,5,116,0.7162145095258134,COMPLETE
90,0.8107135343878241,2026-03-29 19:00:41.577141,2026-03-29 19:00:41.890916,0 days 00:00:00.313775,0.8606191277140045,0.010349419869945269,6,122,0.7331127845214878,COMPLETE
91,0.8146643687129319,2026-03-29 19:00:41.891184,2026-03-29 19:00:42.128370,0 days 00:00:00.237186,0.849689050908932,0.06731319650301619,5,105,0.7227216017188371,COMPLETE
92,0.8150629879653726,2026-03-29 19:00:42.128629,2026-03-29 19:00:42.380619,0 days 00:00:00.251990,0.8141945433284158,0.05896508672257973,5,112,0.7007101377705336,COMPLETE
93,0.8147541469340589,2026-03-29 19:00:42.380899,2026-03-29 19:00:42.612304,0 days 00:00:00.231405,0.8772308239222378,0.07267711830318364,5,103,0.7403106021734904,COMPLETE
94,0.8135504866690701,2026-03-29 19:00:42.612573,2026-03-29 19:00:43.204218,0 days 00:00:00.591645,0.7486838540360591,0.04884044874664033,5,272,0.7132349467955287,COMPLETE
95,0.8147312332406579,2026-03-29 19:00:43.204481,2026-03-29 19:00:43.473326,0 days 00:00:00.268845,0.866985982639805,0.06429921029975622,5,116,0.728457378707455,COMPLETE
96,0.8149856542501445,2026-03-29 19:00:43.473586,2026-03-29 19:00:43.755776,0 days 00:00:00.282190,0.9709887323697514,0.052253922553694286,6,109,0.7515022231585762,COMPLETE
97,0.8143767623543821,2026-03-29 19:00:43.756035,2026-03-29 19:00:43.982311,0 days 00:00:00.226276,0.8265736125718615,0.0556235308384508,5,100,0.8894002319020756,COMPLETE
98,0.8037954755332125,2026-03-29 19:00:43.982561,2026-03-29 19:00:44.208710,0 days 00:00:00.226149,0.8922379650951389,0.014827215665464188,4,120,0.9434623666812358,COMPLETE
99,0.8141451562723765,2026-03-29 19:00:44.208978,2026-03-29 19:00:44.536492,0 days 00:00:00.327514,0.9549240215242756,0.07008170508287104,6,128,0.7060121092424763,COMPLETE
