number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_subsample,state
49,0.716167289715011,2026-04-05 12:35:10.127003,2026-04-05 12:35:10.334574,0 days 00:00:00.207571,0.84054451551923,0.028662363570402062,3,125,0.827571860793675,COMPLETE
50,0.7194868122805544,2026-04-05 12:35:10.334835,2026-04-05 12:35:10.597624,0 days 00:00:00.262789,0.7619058078688268,0.06210716034360081,3,160,0.8464140302505823,COMPLETE
51,0.7201734329552245,2026-04-05 12:35:10.597898,2026-04-05 12:35:11.057799,0 days 00:00:00.459901,0.7653066048251512,0.08977911829842213,3,271,0.9247481317858608,COMPLETE
52,0.7198622215418348,2026-04-05 12:35:11.058068,2026-04-05 12:35:11.533846,0 days 00:00:00.475778,0.7146672778364962,0.07567253929745524,3,290,0.87533722573731,COMPLETE
53,0.7205939782418679,2026-04-05 12:35:11.534120,2026-04-05 12:35:11.997352,0 days 00:00:00.463232,0.7970313566944847,0.09893614475237489,3,274,0.8931200109271406,COMPLETE
54,0.7181487315986745,2026-04-05 12:35:11.997617,2026-04-05 12:35:12.581100,0 days 00:00:00.583483,0.9416563089776052,0.08498006925448387,4,290,0.8718061070897963,COMPLETE
55,0.7209997086405366,2026-04-05 12:35:12.581372,2026-04-05 12:35:12.936457,0 days 00:00:00.355085,0.9851391033107906,0.07177817203799348,3,206,0.8378808714207742,COMPLETE
56,0.7196817762063024,2026-04-05 12:35:12.936715,2026-04-05 12:35:13.363878,0 days 00:00:00.427163,0.9887065454075853,0.07052852317060768,4,210,0.832754724174599,COMPLETE
57,0.7206067190455262,2026-04-05 12:35:13.364139,2026-04-05 12:35:13.753744,0 days 00:00:00.389605,0.9998677373720499,0.06497916479034364,3,222,0.8429306560001217,COMPLETE
58,0.718858068434906,2026-04-05 12:35:13.754060,2026-04-05 12:35:14.248407,0 days 00:00:00.494347,0.9641137676986851,0.051216893015778454,5,200,0.7477592322720659,COMPLETE
59,0.7199862715371433,2026-04-05 12:35:14.248694,2026-04-05 12:35:14.580836,0 days 00:00:00.332142,0.9507973841569003,0.057166887304363506,3,187,0.811005909507218,COMPLETE
60,0.7192677494703679,2026-04-05 12:35:14.581102,2026-04-05 12:35:14.937585,0 days 00:00:00.356483,0.9248205243695016,0.092836577184581,4,169,0.7933799516232091,COMPLETE
61,0.720773534684122,2026-04-05 12:35:14.937875,2026-04-05 12:35:15.397619,0 days 00:00:00.459744,0.9703623272831228,0.0790678085719434,3,261,0.7763306712479409,COMPLETE
62,0.7209233625845066,2026-04-05 12:35:15.397885,2026-04-05 12:35:15.863612,0 days 00:00:00.465727,0.9833404444754198,0.07587889540073012,3,264,0.7786908703153621,COMPLETE
63,0.7215702793594043,2026-04-05 12:35:15.863896,2026-04-05 12:35:16.307760,0 days 00:00:00.443864,0.9823877588362607,0.07435106841855159,3,261,0.7791296327982224,COMPLETE
64,0.7192807865717856,2026-04-05 12:35:16.308054,2026-04-05 12:35:16.749615,0 days 00:00:00.441561,0.9853534452263659,0.09255653159381934,3,260,0.7232794686921366,COMPLETE
65,0.7208412881051265,2026-04-05 12:35:16.749871,2026-04-05 12:35:17.171363,0 days 00:00:00.421492,0.9708971435525974,0.07854678634254253,3,245,0.7505071941884505,COMPLETE
66,0.720257087689322,2026-04-05 12:35:17.171623,2026-04-05 12:35:17.608037,0 days 00:00:00.436414,0.9815149981994937,0.07292424149804853,3,244,0.7409032124169231,COMPLETE
67,0.7207537815001555,2026-04-05 12:35:17.608389,2026-04-05 12:35:18.035346,0 days 00:00:00.426957,0.9977446748534893,0.0738140135768524,3,253,0.7194459879118908,COMPLETE
