number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_subsample,state
0,0.7172171714428219,2026-03-29 18:49:24.372944,2026-03-29 18:49:24.808099,0 days 00:00:00.435155,0.7468055921327309,0.05395030966670229,6,175,0.8795975452591109,COMPLETE
1,0.719458960291162,2026-03-29 18:49:24.808446,2026-03-29 18:49:25.014592,0 days 00:00:00.206146,0.9124217733388136,0.07348118405270448,3,131,0.8803345035229626,COMPLETE
2,0.7180186568822562,2026-03-29 18:49:25.014874,2026-03-29 18:49:25.278212,0 days 00:00:00.263338,0.7545474901621302,0.06798962421591129,6,104,0.7637017332034828,COMPLETE
3,0.7174892715519583,2026-03-29 18:49:25.278484,2026-03-29 18:49:25.533615,0 days 00:00:00.255131,0.7873687420594125,0.033477763085159346,4,136,0.8295835055926347,COMPLETE
4,0.7172218134410541,2026-03-29 18:49:25.533884,2026-03-29 18:49:25.877868,0 days 00:00:00.343984,0.8368209952651108,0.019594972058679168,3,222,0.8099085529881075,COMPLETE
5,0.7196505661756355,2026-03-29 18:49:25.878135,2026-03-29 18:49:26.287981,0 days 00:00:00.409846,0.7139351238159993,0.032676417657817626,3,257,0.8777243706586128,COMPLETE
6,0.7142342431320647,2026-03-29 18:49:26.288265,2026-03-29 18:49:26.628644,0 days 00:00:00.340379,0.9896896099223678,0.011615865989246453,3,222,0.984665661176,COMPLETE
7,0.7167778606314106,2026-03-29 18:49:26.628932,2026-03-29 18:49:27.111239,0 days 00:00:00.482307,0.8320457481218804,0.012521954287060391,4,262,0.905269907953647,COMPLETE
8,0.7120738374016662,2026-03-29 18:49:27.111504,2026-03-29 18:49:27.340392,0 days 00:00:00.228888,0.777633994480005,0.01082401838150096,4,124,0.9727961206236346,COMPLETE
9,0.7193485399927901,2026-03-29 18:49:27.340645,2026-03-29 18:49:27.769861,0 days 00:00:00.429216,0.7554563366576581,0.03311829888072381,4,233,0.8640130838029839,COMPLETE
10,0.7181829046069362,2026-03-29 18:49:27.770143,2026-03-29 18:49:28.413127,0 days 00:00:00.642984,0.7043540400640155,0.02086706344143509,5,295,0.7053885626844458,COMPLETE
11,0.7198300238519697,2026-03-29 18:49:28.413395,2026-03-29 18:49:28.679341,0 days 00:00:00.265946,0.9215216634175062,0.09477208497187749,3,169,0.9243450984440396,COMPLETE
12,0.7202514580318915,2026-03-29 18:49:28.679607,2026-03-29 18:49:28.948160,0 days 00:00:00.268553,0.9207792170192208,0.08992194209755879,3,170,0.9209634435437483,COMPLETE
13,0.717069812690433,2026-03-29 18:49:28.948427,2026-03-29 18:49:29.337189,0 days 00:00:00.388762,0.9233663605780128,0.09957080838795268,5,179,0.9343997490875476,COMPLETE
14,0.7216491933293497,2026-03-29 18:49:29.337440,2026-03-29 18:49:29.551524,0 days 00:00:00.214084,0.910348778618128,0.09879255668930571,3,168,0.9380161779603219,COMPLETE
15,0.7194219230712251,2026-03-29 18:49:29.551822,2026-03-29 18:49:29.794681,0 days 00:00:00.242859,0.9787850656662238,0.04967585355261691,3,158,0.9540988370165996,COMPLETE
16,0.7179598911599563,2026-03-29 18:49:29.794952,2026-03-29 18:49:30.228949,0 days 00:00:00.433997,0.8830124343454815,0.04993481098564413,5,197,0.9983819863448891,COMPLETE
17,0.720848004187675,2026-03-29 18:49:30.229205,2026-03-29 18:49:30.608553,0 days 00:00:00.379348,0.9498229615898061,0.07334132750237526,4,199,0.9146004654477198,COMPLETE
18,0.7207076578155942,2026-03-29 18:49:30.608819,2026-03-29 18:49:30.990002,0 days 00:00:00.381183,0.9630821637458368,0.06828678155200077,4,203,0.7882724801328698,COMPLETE
19,0.7190985634496961,2026-03-29 18:49:30.990251,2026-03-29 18:49:31.266902,0 days 00:00:00.276651,0.8772950888894706,0.040337678706646334,4,147,0.9566135281324554,COMPLETE
20,0.7176994454293601,2026-03-29 18:49:31.267169,2026-03-29 18:49:31.710908,0 days 00:00:00.443739,0.9492410446450996,0.022002807121015714,5,204,0.9035246394279592,COMPLETE
21,0.7203541745885165,2026-03-29 18:49:31.711188,2026-03-29 18:49:32.075566,0 days 00:00:00.364378,0.9578949625586654,0.07014495823231993,4,195,0.7839665163652683,COMPLETE
